,comments,predictions
2988,"opposite burn conceivably spray chest serendipitously preach aside gullible gusty barometer. frantic, recondite tortoise",negative
2989,"56:29 says 20% american job loss ""offshoring"" rofl... thats everything says made china right.... program propaganda bs.",negative
2990,end messed propaganda. stay topic.,negative
2991,ai dangerous hackable china russia terrorist countries networks. driverless vehicles used weapon kill. whole world stop ai driverless vehicles costs order save country humanity. solar system hacked used weapon america!,negative
2992,"revelation 13:16-18 causeth all, small great, rich poor, free bond, receive mark right hand, foreheads: man might buy sell, save mark, name beast, number name.",negative
2993,ai blamed whining consider jobs taken away dumping cheap disruptive stolen ip chinese companies really stupid socialist propaganda,negative
2994,"we've programmed! future visioned 20 yrs ago here, inevitable technology holds us.",positive
2995,global disaster. millions people going loose jobs. poverty ......the world way end....all computers. biggest disease ever happens,negative
2996,"i'm 56 years old beautiful, intelligent curious daughter..... i'm really envious wonders live see . alyssa 100 years old year 2100 a.d. ..... hope generation taken biosphere far edge. ""oh, places go ..... magic discover...""",positive
2997,shoot hole electrical transformer world stops today cannot stop method all. drop rocks planes onto google's solar arrays...take grid...we regain freedoms rights.......take algorithm,negative
2998,"frontline always extremely good generating interesting timely documentaries. one one best, ever!",positive
2999,"frontline always extremely good generating interesting timely documentaries. one one best, ever!",positive
3000,"wickr : counterfeit40 actually good dollars, euros uk pounds",negative
3001,augmented functional capacity! computer process upon sacred geometrical multidimensional level human brain operates upon! shine bright! mwm,positive
3002,"sxcept computer people helping win human. like chess grandmaster ""beat"" computer. help. lie",positive
3003,"frontline always extremely good generating interesting timely documentaries. one one best, ever!",positive
3004,"amazing analysis, deployed worldwide ai research library...",positive
3005,hey! mean never work again! great! send guaranteed income i'll something useful once! buy robot i'll send work me! can't!,negative
3006,"really useless documentary, late 10 years too. besides, usa ai yet american mainstream media true 1984. china much less sick twisted washington is.",negative
3007,act china lies this... really feel sorry chinese people freedom longer!,negative
3008,everything starts explode 1 billion(0.78 seconds).,negative
3009,"occur anyone else stuff responsible trump. people deeply afraid want simple solutions simpler time. ""conspiracy"" threatening modernity that's beyond comprehension control.",negative
3010,creation 1984 like surveillance state conspiracy anymore. actual conspiracy happening right [[they're]] hiding anymore. even give friendly face nothing pure domination.,negative
3011,"trump cannot accept failure, get ready little sissy temper tantrum crying baby tv every night",negative
3012,"whenever remember smartcashmoneyback .com, he’s blessing family, saved us homeless. thank much sir life saver.",positive
3013,"whenever remember smartcashmoneyback .com, he’s blessing family, saved us homeless. thank much sir life saver.",positive
3014,believe future come machine get stuff go dont need wait take faceid. everything like free.,positive
3015,bad scenario technology fall wrong hands !!! terminator - movie !!!,negative
3016,"sounds like sour grapes. turning back technology. a.i. cannot ""unplugged. human species either adapt species replaced. hard cold fact. merry christmas",negative
